18_refuge_faces.jpg,0,0,0
1f95e52ce1be872e43566a3e09c5e601.jpg,0,0,0
20111104-newzea-0656.jpg,1,0,1
210323-david-dobrik-mb-1630.jpg,0,0,0
216874-1563781510.jpg,0,0,0
4bb0ae5afebff4afdab1b29f5b.jpg,1,0,0
4mzarqqS_400x400.jpg,0,1,0
50-Hilarious-Jim-Halpert-Quotes-from-The-Office-1000x600.jpg,0,0,0
A-3552206-1627645713-8378.jpeg.jpg,0,0,0
avatars-000150274248-xnvnyn-t500x500.jpg,0,1,0
Beards-germier-than-dogs-hero.jpg,0,0,0
Cattura.PNG,0,1,0
Cattura15.PNG,0,0,0
Cattura16.PNG,0,0,0
Cattura18.PNG,0,0,0
Cattura19.PNG,0,0,0
Cattura2.PNG,0,0,0
Cattura21.PNG,0,1,0
Cattura23.PNG,0,1,0
Cattura24.PNG,1,0,0
Cattura25.PNG,0,0,0
Cattura26.PNG,0,0,0
Cattura27.PNG,1,0,0
Cattura28.PNG,1,0,0
Cattura29.PNG,0,0,0
Cattura31.PNG,0,0,1
Cattura34.PNG,0,0,0
Cattura35.PNG,0,1,1
Cattura38.PNG,0,0,0
Cattura39.PNG,0,0,0
Cattura40.PNG,0,0,1
Cattura41.PNG,0,0,0
Cattura5.PNG,1,0,0
creed-bratton.jpg,0,1,0
d34de23f2615fd68cd845813e2935d9a.jpg,1,0,1
f9d8cc81441379.5cffc578528e0.jpg,1,0,0
greta-thunberg-looks-on-during-a-meeting-in-the-garden-of-the-hotel-de-lassay-ahead-of-a-visit-of-the-french-national-assembly-in-paris-photo-credit-should-read-lionel-bonaventureafp-via-getty-imagesj.jpg,1,1,0
images (1).jpg,0,0,0
images (2).jpg,0,0,0
images (3).jpg,0,0,1
images (4).jpg,0,0,0
images (5).jpg,0,0,0
images (6).jpg,0,1,0
images.jpg,0,1,0
Immagine 2022-01-06 160027.jpg,0,0,0
Immagine 2022-01-06 160316.jpg,0,0,0
Immagine 2022-01-06 160532.jpg,1,0,0
Immagine 2022-01-06 160614.jpg,0,0,0
Immagine 2022-01-06 160812.jpg,0,0,0
Immagine 2022-01-06 160843.jpg,1,0,0
Immagine 2022-01-06 160921.jpg,0,0,0
Immagine 2022-01-06 161055.jpg,0,1,1
Immagine 2022-01-06 161210.jpg,0,0,0
Immagine 2022-01-06 161906.jpg,0,0,0
Immagine 2022-01-06 162042.jpg,0,1,0
Immagine 2022-01-06 162145.jpg,1,0,0
Immagine 2022-01-06 162156.jpg,1,0,0
Immagine 2022-01-06 162212.jpg,1,0,0
Immagine 2022-01-06 162226.jpg,1,0,0
Immagine 2022-01-06 162351.jpg,1,0,1
Immagine 2022-01-06 162507.jpg,1,0,0
Immagine 2022-01-06 162611.jpg,1,0,0
Immagine 2022-01-06 162842.jpg,1,0,0
Immagine 2022-01-06 163000.jpg,1,0,0
Immagine 2022-01-06 163151.jpg,0,0,0
Immagine 2022-01-06 163411.jpg,1,0,0
Immagine 2022-01-06 163754.jpg,1,0,0
Immagine 2022-01-06 163936.jpg,1,0,0
Immagine 2022-01-06 164047.jpg,0,1,0
Immagine 2022-01-09 154744.png,1,0,1
Immagine 2022-01-09 162322.png,0,0,1
Immagine 2022-01-09 162333.png,1,0,0
Immagine 2022-01-09 162353.png,0,0,0
Immagine 2022-01-09 162428.png,1,0,0
Immagine 2022-01-09 162454.png,1,0,1
Immagine 2022-01-09 162631.png,1,0,1
Immagine 2022-01-09 162735.png,0,0,0
Immagine 2022-01-09 162833.png,0,1,0
Immagine 2022-01-09 162855.png,0,0,0
Immagine 2022-01-09 162921.png,0,0,1
Immagine 2022-01-09 162940.png,1,0,0
Immagine 2022-01-09 163001.png,0,1,0
Immagine.jpg,0,1,0
l-intro-1625619132.jpg,0,0,0
main-qimg-6d013773233f66a500d55ef729850133-lq.jpg,1,0,0
natalie-mariduena-instagram-tree.jpg,1,0,1
pexels-photo-614810.jpg,0,1,0
preview.jpg,0,0,0
Questo-e-quanto-Madison-Beer-ha-ottenuto-a-scuola.jpg,1,0,0
raj-rana-15Vb4B_ma_s-unsplash_1625455757143_1625455767742.jpg,0,0,0
Rob-cc2d68e18be04acf90a74623c1087fd6.jpg,0,0,0
Steve-Carell-as-Michael-Scott-.jpg,0,0,0
TELEMMGLPICT000142208322_trans_NvBQzQNjv4BqFHJNLL4DN98KyBDjVXBRVKlZlVGkFVrulHDGfmLMmms.jpg,1,0,0
trasferimento (1).jpg,0,0,1
trasferimento (6).jpg,0,0,1
trasferimento (7).jpg,0,0,1
tumblr_lelqtmomUE1qer2fqo1_500.jpg,0,0,0
z7mnlN1.jpg,0,0,0
